"","T cells","CD8 T cells","Cytotoxic lymphocytes","B lineage","NK cells","Monocytic lineage","Myeloid dendritic cells","Neutrophils","Endothelial cells","Fibroblasts"
"SJEPD030169_D1",42.4567178300888,53.3046897866754,19.8389634920333,48.6288398053881,8.06584121772061,536.653982138032,16.8330599326343,495.920649015333,451.730944285929,25046.8918022627
"SJEPD030229_D1",138.440108891419,19.9947887669862,64.0649354370784,23.4859423612219,76.7657068732507,1196.42287071028,35.7049799410468,611.078830031036,389.541331156821,35274.7349327572
"SJBALL030366_D1",1147.59437788758,708.861297805276,575.091618876223,2063.8409913502,57.7263901152336,75.7348783672101,367.94707195401,8102.84531516679,86.8946433319961,135.164230513718
"SJBT030067_D1",212.677719869027,502.365966416606,142.316750776617,147.587741546122,38.6708265108828,907.015873183172,61.0218546777234,523.368837328939,704.057387255477,8641.68800139526
"SJEPD030232_D1",123.631575115652,205.042112987171,161.695076428247,920.760348777067,17.9825240220603,1272.18237268711,44.6462665375292,586.299181678639,1048.7480353153,8979.27366168214
"SJBT030066_D1",154.794792225608,12.124918451092,44.1693457861209,160.65516947697,3.03122961277301,4488.818023715,21.7238122248732,812.369536223166,1105.16737163196,2140.42701031934
"SJEPD030250_D1",115.69291270938,1.4947404742814,13.8797329754701,11.2105535571105,1.12105535571105,234.46072010871,20.303558108989,1008.45157331518,925.291064220004,2519.57191196058
"SJBT030073_D1",108.787494984119,21.2440999155317,53.2999292523608,119.793118968137,16.4309835284191,684.553183885304,116.621256827971,603.597988850045,862.585142859354,32103.652271572
"SJEPD030277_D1",64.0994303759446,17.4514438793626,16.7391400475519,14.1273593309126,7.16755730759536,621.010224033645,15.6508980822855,936.948631389779,863.430961459893,5451.08314888947
"SJBT030076_D1",51.6959866374757,20.6572077752208,37.4553767352905,60.0294926801288,10.1299768897718,1125.25031804143,128.180622605216,498.527280975329,610.480077857127,176220.482093476
"SJEPD030292_D1",143.57424582764,88.5913563872804,102.452589019304,429.832136545694,7.11894828112074,1136.62107582592,35.5068531552195,415.605958416837,1328.50780677637,9595.15579157058
"SJEWS030228_D2",29.1358089215199,7.91733938084778,31.5939542911926,29.9099487720916,5.54213756659345,154.124206613837,65.8018872986015,527.40036728954,184.045151690624,1517.68798148035
"SJEWS030070_D1",101.034658138587,10.1130973351303,78.0153222995765,71.5943081185414,5.95950378677321,502.559020633515,54.1773071524837,539.846767270526,303.61865883371,9793.45122293063
"SJBT030081_D1",97.417778103826,0,38.9838785011007,62.108723991897,2.20070281861053,1558.09759557625,29.3427042481404,775.821100320832,1282.73465539761,1436.50876484802
"SJBT030078_D1",58.0170508033493,35.6418742136617,36.9147982927211,35.9718915674919,11.8806247378872,975.908460612165,27.7214577217369,584.922757928648,633.478623719378,2700.24324120793
"SJBT030081_D2",45.8211928133468,6.1920530828847,10.0252288008609,496.740258426973,1.03200884714745,237.0671751733,16.16813860531,349.506996233936,259.163221739903,2682.96500037158
"SJEWS030253_D1",146.884651479525,136.747637551573,136.018705581682,547.784276129062,77.6859246911453,1183.20237352725,229.103318136777,1122.2150653797,1241.82672720575,16270.9278591215
"SJBT030086_D1",44.9434322418385,3.83040615697488,15.3216246278995,22.1312355736326,8.13961308357161,522.029639107718,27.4512441249866,731.096855161271,701.682527880835,22395.9059990625
"SJEWS030332_D1",39.0341196838874,6.3470113307134,21.9878606814,201.164998009555,1.38840872859356,136.687422586435,9.2560581906237,597.359549742309,162.59257932351,1199.58514150483
"SJHGG030166_D1",42.3858008960961,0,28.2991252273639,54.2923958065723,5.18817295835004,3489.14738279479,32.7012113738426,613.525034929249,1172.64500160889,22858.8542284467
"SJBT030098_D1",70.1827909541303,43.8642443463315,54.4687869355544,76.4812465525779,9.7007463458233,4068.28815695645,82.6672297296246,576.983521786359,735.042421486242,2652.94323979255
"SJHGG030179_D1",72.0992046677118,31.7151926690814,61.1650144332285,339.000170529515,9.51455780072443,2808.15377375667,80.8737413061576,646.144191978086,1479.51373801265,3184.60178388414
"SJBT030109_D1",107.944609127203,2.87596649539618,53.8216586995571,13.4211769785155,17.255798972377,285.131535400707,21.5697487154714,823.485073181773,457.548294626936,3359.48836243466
"SJBT030113_D1",213.122731373108,129.213632045073,160.662452542815,730.083608221749,14.0579645974964,573.940974083802,56.2318583899854,453.364373175429,782.983762236087,1308.5871300861
"SJHGG030198_D1",28.7885727101624,2.96789409383118,215.17232180276,24.4026847715008,6.30677494939125,3066.25858379815,32.1521860165044,609.011868054158,485.34343103183,902.054311143813
"SJHGG030230_D1",189.922617196102,0,22.6098353804883,86.5388143656701,10.4124241883828,1186.42136180773,38.8730503032957,803.561482698126,831.171760837655,930.870722441418
"SJBT030128_D1",27.4398421695656,0,6.91760726963837,19.5998872639754,1.2970513630572,370.091988925653,41.5056436178302,495.531267415095,1148.1066315328,7090.97980183369
"SJHGG030278_D1",331.037858218827,0.825256419026492,11.7893774146642,137.175955873737,3.19786862372765,3647.6333720971,6.32696587920309,842.531786731446,565.610118190281,3356.62732733787
"SJBT030154_D1",13.9887347419149,5.20242201145594,418.175635968459,65.5119808850007,5.4191895952666,423.87352674291,30.0584382884121,529.144123254085,1478.89684054826,3695.670536388
"SJHGG030242_D1",25.9054216823125,23.2484553559215,86.8258638802782,28.0457556674609,0.415150988498599,337.814290069716,12.7312969806237,405.408778635164,440.682774291262,2231.02141219147
"SJBT030148_D1",22.5120316173324,16.5654572278484,46.7837638193081,386.527335316462,1.43354918317919,3475.10525801787,63.0761640598842,837.192722976645,352.254890955641,1777.76027038477
"SJBT030176_D1",547.344880119197,1051.12944105936,556.002831757267,1455.16718416926,426.133557186226,2004.85692619044,572.912893550371,922.342410443077,1044.02721510625,6583.76345852719
"SJHGG030284_D1",36.2653745798246,4.95654322275508,11.3292416520116,11.1522222511989,3.09783951422193,961.923424016112,12.8044033254506,400.653910506036,1166.33657710456,3203.6307336326
"SJHGG030319_D1",47.8146785518085,0,0.628589113301601,2.93341586207414,1.6500464224167,196.1198033501,27.8674506897043,473.746661724973,983.015156154752,1422.89003159734
"SJBT030193_D1",70.7126402910057,50.8247102091603,50.1933473494193,277.939961143814,17.9543813238881,290.111234051045,35.7246151470185,700.939046884594,312.130013784517,9164.4686702148
"SJBT030255_D1",45.4764118220036,22.6782106447458,53.275796435276,23.9181128140353,2.9697656796691,472.591283050373,51.5959289801095,307.199761336923,485.387951939553,7103.36453062064
"SJBT030283_D1",179.8252272139,48.8131481378214,94.2687781497609,184.606103451267,17.8529569578143,2227.84241183517,124.44339617852,757.266690740572,768.298612877585,17854.9908389867
"SJHGG030335_D1",22.8526869174194,12.4651019549561,32.6466955963136,19.1593233752103,1.03875849624634,628.894072441714,37.3953058648683,367.02800200704,366.162369926835,2303.96634467438
"SJHM030053_D1",224.677196442257,22.4562036423578,36.5221773524061,128.211487462351,12.5236520313149,1316.03224202961,48.0793077983815,812.223611741281,69.6898050535672,65.2093605768468
"SJHGG030336_D1",29.5726538381068,30.4611026658611,35.6286111538196,69.5951581740854,2.3797736457704,1703.10200797877,49.1819886792549,325.806877263606,287.655139432497,4392.82417272758
"SJBT030306_D1",51.6418526767153,47.4702266944736,33.4449324438337,310.354588161596,4.58519235117074,2588.66859597525,23.0158674882296,818.142164620663,501.471698759659,2312.95982396851
"SJHM030100_D1",60.2586767812455,62.3365621874953,202.593827109359,1974.23850324762,13.079546530412,1068.94482404169,51.2050332254425,602.735188198616,46.7524216406215,385.985766759179
"SJHM030102_D1",2862.53050867937,613.601486602262,461.527342948676,140.678406790656,8.1784059813702,524.428442233963,9434.78597050826,369.22187435894,134.722660693112,888.572757975898
"SJHM030201_D1",514.807456832958,960.746037596719,549.718205239068,3634.34152882655,103.177231946629,1279.79393434643,336.21908577313,4451.20447655047,140.18759849775,140.161331381674
"SJHM030269_D1",199.521943965784,146.358838314988,101.555112300195,1229.64655746227,4.39076514944963,247.197090998946,48.1590272741221,1120.21660952593,49.1478206163096,1169.09349205465
"SJHM030291_D1",2492.14885120784,4850.15197606615,1440.4488454165,1488.23359394917,3.42986232143686,869.271773111916,1974.07631389366,569.248260840378,366.79110992223,2798.27767396084
